Gi?i tính,Nam sinh,T?nh liên h?,Ngh? nghi?p,Ngành ngh?,M?c Luong,Tình tr?ng hôn nhân,T?nh
Nam,1997,Thành ph? H? Chí Minh,CN x?p d?,Công nghi?p và s?n xu?t,4730000,,3
Nam,1997,T?nh B?c Liêu,CN X? lý HH CÐ2,Công nghi?p và s?n xu?t,3601500,,3
Nam,1983,T?nh Thái Bình,CNBP ED,Khác,4221400,,1
Nam,2000,T?nh B?c Giang,CNC,Khác,6300000,,1
Nam,1991,T?nh An Giang,CNSX,Công nghi?p và s?n xu?t,4730000,,3
Nam,1986,Thành ph? Hà N?i,CNTN,Khác,4729400,,1
Nam,1997,T?nh Tây Ninh,CNV - D?T/578248,Công nghi?p và s?n xu?t,4404200,,1
N?,1991,T?nh Tây Ninh,CNV - NHÂN S?,Công nghi?p và s?n xu?t,5710000,,1
Nam,1974,,CNXD T2,Khác,1170400,,#N/A
Nam,1996,T?nh Son La,C? v?n d?ch v?,Du l?ch-Khách s?n,3480000,,1
Nam,1988,,COD,Khác,3920000,,#N/A
Nam,1993,T?nh Lâm Ð?ng,"COD - 00302933 B?o L?c, Lâm Ð?ng",Khác,3920000,,3
Nam,1999,T?nh Thanh Hóa,COD Giao - 00034012,Khác,3070000,,2
Nam,1995,T?nh Thanh Hóa,COD Giao - 00174087,Khác,4420000,,2
Nam,1991,T?nh Ngh? An,C?n b? c?p 2,Khác,4013000,,2
N?,1998,T?nh Ngh? An,Công  nhân may công nghi?p,Công nghi?p và s?n xu?t,3855000,,2
Nam,1993,T?nh Ngh? An,Công  nhân may công nghi?p,Công nghi?p và s?n xu?t,3855000,,2
Nam,1992,,Công an viên thu?ng tr?c,Quân d?i - Công an,1490000,,#N/A
N?,1986,T?nh Lào Cai,Công ch?c chi c?c h?i quan c?a kh?u Lào Cai,Chính tr? - Nhà nu?c,0,,1
Nam,1991,,Công ch?c Ch? huy tru?ng Ban ch? huy quân s?,Ch?c v? cao,0,,#N/A
Nam,1991,T?nh L?ng Son,Công ch?c Ð?a chính - Nông nghi?p - xây d?ng và môi tru?ng,Chính tr? - Nhà nu?c,0,,1
Nam,1988,,Công ch?c Ð?a chính - xây d?ng,Chính tr? - Nhà nu?c,0,,#N/A
N?,1985,T?nh B?c Giang,Công ch?c Ð?a chính- Xây d?ng- Ðô th? và môi tru?ng thu?c UBND th? tr?n Tân An,Chính tr? - Nhà nu?c,0,,1
Nam,1986,T?nh Lào Cai,Công ch?c Tu pháp - H? t?ch,Chính tr? - Nhà nu?c,0,,1
Nam,1998,T?nh Bình Ð?nh,Cong nhan,Khác,4660000,,2
Nam,1996,T?nh Sóc Trang,Công nhân,Công nghi?p và s?n xu?t,4830000,,3
N?,1993,T?nh Qu?ng Ninh,Công nhân,Công nghi?p và s?n xu?t,5020000,,1
Nam,1996,T?nh B?c Giang,Công nhân,Công nghi?p và s?n xu?t,4430000,,1
Nam,1994,T?nh Ngh? An,Công Nhân,Công nghi?p và s?n xu?t,5230000,,2
Nam,1996,Thành ph? H? Chí Minh,Công nhân,Công nghi?p và s?n xu?t,4729400,,3
Nam,1989,,Công Nhân,Công nghi?p và s?n xu?t,3385000,,#N/A
Nam,1996,T?nh Tuyên Quang,Công nhân,Công nghi?p và s?n xu?t,5150000,,1
N?,1980,T?nh Ngh? An,Công nhân,Công nghi?p và s?n xu?t,3223500,,2
Nam,1994,T?nh Tây Ninh,Công nhân,Công nghi?p và s?n xu?t,5410000,,1
N?,1996,T?nh Hà Giang,Công nhân,Công nghi?p và s?n xu?t,4000000,,1
N?,1992,T?nh B?c Giang,Công nhân,Công nghi?p và s?n xu?t,3930000,Ðã k?t hôn,1
Nam,1992,,Công nhân,Công nghi?p và s?n xu?t,3400000,,#N/A
Nam,1990,,Công nhân,Công nghi?p và s?n xu?t,4729400,,#N/A
Nam,1995,T?nh H?u Giang,Công nhân,Công nghi?p và s?n xu?t,4967000,,3
Nam,1995,Thành ph? Hà N?i,Công nhân,Công nghi?p và s?n xu?t,5220000,,1
Nam,2001,T?nh Nam Ð?nh,Công nhân,Công nghi?p và s?n xu?t,3670100,,1
N?,1989,,Công nhân,Công nghi?p và s?n xu?t,2200000,Ðã k?t hôn,#N/A
N?,1994,,Công nhân,Công nghi?p và s?n xu?t,2700000,,#N/A
Nam,1989,Thành ph? H? Chí Minh,Công nhân,Công nghi?p và s?n xu?t,5373000,,3
Nam,1998,T?nh L?ng Son,Công nhân,Công nghi?p và s?n xu?t,4250000,,1
Nam,1991,T?nh Nam Ð?nh,Công nhân,Công nghi?p và s?n xu?t,3969700,,1
Nam,1991,T?nh H?i Duong,Công nhân,Công nghi?p và s?n xu?t,5767000,,1
Nam,1996,Thành ph? Hà N?i,Công nhân,Công nghi?p và s?n xu?t,3980000,,1
Nam,1993,T?nh B?c Giang,Công nhân,Công nghi?p và s?n xu?t,3150000,,1
Nam,1998,T?nh L?ng Son,Công nhân,Công nghi?p và s?n xu?t,4000000,,1
Nam,1989,T?nh Thanh Hóa,Công Nhân,Công nghi?p và s?n xu?t,4872600,,2
Nam,1987,T?nh Bình Duong,Công Nhân,Công nghi?p và s?n xu?t,4604000,,3
Nam,1991,T?nh Bình Phu?c,Công nhân,Công nghi?p và s?n xu?t,3800000,,3
Nam,1989,T?nh Tuyên Quang,Công nhân,Công nghi?p và s?n xu?t,5640000,,1
N?,2002,T?nh B?c Giang,Công nhân,Công nghi?p và s?n xu?t,4600000,,1
Nam,1996,Thành ph? Hà N?i,Công nhân,Công nghi?p và s?n xu?t,4311000,,1
Nam,2000,Thành ph? Hà N?i,Công nhân,Công nghi?p và s?n xu?t,4749400,,1
Nam,1995,T?nh Phú Th?,Công nhân,Công nghi?p và s?n xu?t,5090500,,1
Nam,1988,,Công nhân,Công nghi?p và s?n xu?t,2700000,,#N/A
Nam,1998,Thành ph? C?n Tho,Công nhân,Công nghi?p và s?n xu?t,5200000,,3
Nam,1998,T?nh Ngh? An,Công nhân,Công nghi?p và s?n xu?t,4543600,,2
N?,1998,,Công nhân,Công nghi?p và s?n xu?t,3640000,,#N/A
Nam,1994,T?nh Bình Phu?c,CÔNG NHÂN,Công nghi?p và s?n xu?t,5724000,,3
N?,1999,T?nh H?i Duong,Công nhân,Công nghi?p và s?n xu?t,4195000,,1
Nam,1995,T?nh Phú Th?,Công nhân,Công nghi?p và s?n xu?t,4729400,,1
Nam,1989,,Công nhân,Công nghi?p và s?n xu?t,2200000,,#N/A
Nam,1983,T?nh Tây Ninh,Công nhân,Công nghi?p và s?n xu?t,5894000,,1
Nam,1987,,Công nhân,Công nghi?p và s?n xu?t,4020287,,#N/A
Nam,1993,T?nh Hà Giang,Công nhân,Công nghi?p và s?n xu?t,3680000,,1
Nam,1994,T?nh Phú Yên,Công nhân,Công nghi?p và s?n xu?t,5960000,,2
Nam,1993,T?nh H?i Duong,Công nhân,Công nghi?p và s?n xu?t,3284900,,1
Nam,1995,Thành ph? Hà N?i,Công nhân,Công nghi?p và s?n xu?t,3150000,,1
Nam,1981,,Công nhân,Công nghi?p và s?n xu?t,5377828,,#N/A
Nam,1999,T?nh Bà R?a - Vung Tàu,Công nhân,Công nghi?p và s?n xu?t,4300000,,3
Nam,1987,,Công nhân,Công nghi?p và s?n xu?t,5200000,,#N/A
Nam,1999,T?nh Nam Ð?nh,Công nhân,Công nghi?p và s?n xu?t,4200000,,1
Nam,1987,T?nh Bình Duong,Công nhân,Công nghi?p và s?n xu?t,2900000,,3
Nam,1992,T?nh L?ng Son,Công nhân,Công nghi?p và s?n xu?t,3900000,,1
N?,2001,T?nh Lào Cai,Công nhân,Công nghi?p và s?n xu?t,3680000,,1
Nam,1992,Thành ph? Hà N?i,Công nhân,Công nghi?p và s?n xu?t,4729400,,1
Nam,1986,T?nh B?c K?n,Công nhân,Công nghi?p và s?n xu?t,4500000,Ðã k?t hôn,1
N?,1997,T?nh B?c Ninh,Công nhân,Công nghi?p và s?n xu?t,4600000,,1
Nam,2001,Thành ph? Hà N?i,Công nhân,Công nghi?p và s?n xu?t,5253890,,1
Nam,1994,T?nh Tây Ninh,Công nhân,Công nghi?p và s?n xu?t,9466682,,1
Nam,1999,Thành ph? Hà N?i,Công nhân,Công nghi?p và s?n xu?t,4750000,,1
Nam,2001,T?nh L?ng Son,Công nhân,Công nghi?p và s?n xu?t,4100000,,1
Nam,1990,,Công nhân,Công nghi?p và s?n xu?t,1150000,,#N/A
Nam,1993,Thành ph? H? Chí Minh,Công Nhân,Công nghi?p và s?n xu?t,4730000,,3
Nam,1991,T?nh B?c Giang,Công nhân,Công nghi?p và s?n xu?t,4300000,,1
Nam,1990,Thành ph? Hà N?i,Công nhân,Công nghi?p và s?n xu?t,6188000,,1
Nam,1995,T?nh B?c Ninh,Công nhân,Công nghi?p và s?n xu?t,5200000,,1
Nam,1999,T?nh Tây Ninh,Công nhân,Công nghi?p và s?n xu?t,4058750,,1
Nam,1991,T?nh B?c Giang,Công nhân,Công nghi?p và s?n xu?t,4900000,,1
Nam,1992,Thành ph? Hà N?i,Công nhân,Công nghi?p và s?n xu?t,4765000,,1
Nam,2002,T?nh An Giang,Công nhân,Công nghi?p và s?n xu?t,4752000,,3
N?,1983,T?nh H?i Duong,Công nhân,Công nghi?p và s?n xu?t,1169000,Ðã k?t hôn,1
Nam,2002,T?nh B?c Giang,Công nhân,Công nghi?p và s?n xu?t,4500000,,1
Nam,1998,Thành ph? Hà N?i,Công nhân,Công nghi?p và s?n xu?t,4473000,,1
Nam,1991,T?nh Bình Duong,Công nhân,Công nghi?p và s?n xu?t,2787000,,3
Nam,1992,T?nh B?c Giang,Công nhân,Công nghi?p và s?n xu?t,3800000,,1
Nam,1987,T?nh B?c Giang,Công nhân,Công nghi?p và s?n xu?t,4300000,,1
Nam,1982,,Công nhân,Công nghi?p và s?n xu?t,4730000,,#N/A
Nam,2001,T?nh Ði?n Biên,Công nhân,Công nghi?p và s?n xu?t,4200000,,1
Nam,1993,T?nh Thanh Hóa,Công Nhân,Công nghi?p và s?n xu?t,4730000,,2
Nam,1998,T?nh Tây Ninh,Công nhân,Công nghi?p và s?n xu?t,4940000,,1
Nam,1994,T?nh Bình Phu?c,Công nhân,Công nghi?p và s?n xu?t,5192667,Ðã k?t hôn,3
Nam,2000,T?nh B?c Giang,Công nhân,Công nghi?p và s?n xu?t,4900000,,1
N?,1991,T?nh B?c Giang,Công nhân,Công nghi?p và s?n xu?t,3477500,,1
Nam,1991,,Công nhân,Công nghi?p và s?n xu?t,3000000,,#N/A
Nam,1985,T?nh Ði?n Biên,Công nhân,Công nghi?p và s?n xu?t,4969720,,1
Nam,1997,T?nh Long An,Công nhân,Công nghi?p và s?n xu?t,4200000,,3
Nam,1999,T?nh B?c Giang,Công nhân,Công nghi?p và s?n xu?t,4300000,,1
Nam,1996,T?nh B?c Giang,Công nhân,Công nghi?p và s?n xu?t,3600000,,1
N?,2000,T?nh Hòa Bình,CÔNG NHÂN,Công nghi?p và s?n xu?t,4973000,,1
Nam,2000,T?nh B?c Giang,Công nhân,Công nghi?p và s?n xu?t,5100000,,1
Nam,1994,Thành ph? Hà N?i,Công nhân,Công nghi?p và s?n xu?t,4200000,,1
N?,1994,,Công nhân,Công nghi?p và s?n xu?t,2889000,Ðã k?t hôn,#N/A
Nam,1996,T?nh L?ng Son,Công nhân,Công nghi?p và s?n xu?t,3870000,,1
N?,1995,T?nh Phú Yên,Công nhân,Công nghi?p và s?n xu?t,4822498,,2
N?,1988,,Công nhân,Công nghi?p và s?n xu?t,4471600,,#N/A
Nam,1981,Thành ph? Hà N?i,Công nhân,Công nghi?p và s?n xu?t,4729400,,1
Nam,1994,,Công nhân,Công nghi?p và s?n xu?t,5660000,,#N/A
N?,1991,T?nh Tây Ninh,Công nhân,Công nghi?p và s?n xu?t,6501720,,1
Nam,1994,T?nh B?c Giang,Công nhân,Công nghi?p và s?n xu?t,4101000,,1
N?,1987,,Công nhân,Công nghi?p và s?n xu?t,1300000,,#N/A
N?,1991,T?nh B?c Giang,Công nhân,Công nghi?p và s?n xu?t,4300000,Ðã k?t hôn,1
Nam,1999,T?nh B?c Giang,Công nhân,Công nghi?p và s?n xu?t,4900000,,1
N?,2001,Thành ph? Hà N?i,Công nhân,Công nghi?p và s?n xu?t,4730000,,1
N?,1989,T?nh B?c Giang,Công nhân,Công nghi?p và s?n xu?t,4680000,Ðã k?t hôn,1
Nam,1997,T?nh Bình Ð?nh,Công nhân,Công nghi?p và s?n xu?t,5202340,,2
Nam,1999,T?nh B?c Giang,Công nhân,Công nghi?p và s?n xu?t,4750000,,1
Nam,1987,T?nh Ngh? An,Công nhân,Công nghi?p và s?n xu?t,4590000,Ðã k?t hôn,2
Nam,1991,,Công nhân,Công nghi?p và s?n xu?t,2700000,,#N/A
Nam,1990,T?nh B?c Giang,Công nhân,Công nghi?p và s?n xu?t,4000000,,1
Nam,1992,,Công nhân,Công nghi?p và s?n xu?t,2797000,,#N/A
Nam,2000,Thành ph? Hà N?i,Công nhân,Công nghi?p và s?n xu?t,4600000,,1
Nam,1994,T?nh Bình Phu?c,Công nhân,Công nghi?p và s?n xu?t,5500000,,3
N?,1999,T?nh B?c Giang,Công nhân,Công nghi?p và s?n xu?t,4800000,,1
Nam,1989,T?nh Hòa Bình,Công nhân,Công nghi?p và s?n xu?t,5122000,,1
Nam,1997,Thành ph? H? Chí Minh,CÔNG NHÂN,Công nghi?p và s?n xu?t,4730000,,3
Nam,1996,T?nh B?c K?n,Công nhân,Công nghi?p và s?n xu?t,3285000,,1
Nam,1996,T?nh B?c Giang,Công nhân,Công nghi?p và s?n xu?t,4010000,,1
N?,1988,,Công nhân,Công nghi?p và s?n xu?t,2514500,Ðã k?t hôn,#N/A
Nam,1997,T?nh Tây Ninh,Công nhân,Công nghi?p và s?n xu?t,4804230,,1
N?,2001,T?nh L?ng Son,Công nhân,Công nghi?p và s?n xu?t,5050000,,1
Nam,1998,T?nh B?c Ninh,Công nhân,Công nghi?p và s?n xu?t,5300000,,1
Nam,1994,,Công nhân,Công nghi?p và s?n xu?t,4405000,,#N/A
Nam,1992,,Công nhân,Công nghi?p và s?n xu?t,5660000,,#N/A
Nam,1995,,Công nhân,Công nghi?p và s?n xu?t,3027550,,#N/A
Nam,1992,Thành ph? Hà N?i,Công nhân,Công nghi?p và s?n xu?t,4800000,,1
N?,1992,T?nh Cao B?ng,CÔNG NHÂN,Công nghi?p và s?n xu?t,4800000,,1
N?,1998,T?nh Ngh? An,Công nhân,Công nghi?p và s?n xu?t,4000000,,2
Nam,1986,,Công nhân,Công nghi?p và s?n xu?t,0,,#N/A
Nam,1994,T?nh B?c Giang,Công nhân,Công nghi?p và s?n xu?t,4200000,,1
Nam,1998,T?nh Qu?ng Ninh,Công nhân,Công nghi?p và s?n xu?t,4480000,,1
Nam,1986,Thành ph? H? Chí Minh,Công nhân,Công nghi?p và s?n xu?t,4723000,,3
Nam,1992,T?nh Tây Ninh,Công nhân,Công nghi?p và s?n xu?t,4276688,,1
Nam,1995,T?nh B?c Ninh,Công Nhân,Công nghi?p và s?n xu?t,4210000,,1
Nam,1984,,Công nhân,Công nghi?p và s?n xu?t,4221000,,#N/A
Nam,1998,T?nh B?c Giang,Công nhân,Công nghi?p và s?n xu?t,4200000,,1
Nam,1996,T?nh Thái Nguyên,Công nhân,Công nghi?p và s?n xu?t,4600000,,1
Nam,1991,T?nh Bình Duong,Công nhân,Công nghi?p và s?n xu?t,3156000,,3
Nam,1992,T?nh B?c Giang,Công nhân,Công nghi?p và s?n xu?t,4750000,,1
Nam,1999,T?nh H?i Duong,Công nhân,Công nghi?p và s?n xu?t,3970000,,1
Nam,1987,T?nh L?ng Son,Công nhân,Công nghi?p và s?n xu?t,5860000,,1
Nam,1996,T?nh An Giang,Công nhân,Công nghi?p và s?n xu?t,5580000,,3
Nam,1994,T?nh Tây Ninh,Công nhân,Công nghi?p và s?n xu?t,4860000,,1
Nam,2002,T?nh L?ng Son,Công nhân,Công nghi?p và s?n xu?t,4200000,,1
Nam,1986,T?nh Tây Ninh,Công Nhân,Công nghi?p và s?n xu?t,3676900,,1
Nam,1999,T?nh Trà Vinh,Công nhân,Công nghi?p và s?n xu?t,4200000,Ðã k?t hôn,3
Nam,1989,Thành ph? Hà N?i,Công nhân,Công nghi?p và s?n xu?t,4750000,,1
Nam,1990,T?nh Tây Ninh,Công nhân,Công nghi?p và s?n xu?t,3969700,Ðã k?t hôn,1
Nam,1992,,Công nhân,Công nghi?p và s?n xu?t,3808740,,#N/A
Nam,1999,T?nh B?c Ninh,Công nhân,Công nghi?p và s?n xu?t,4500000,,1
Nam,1999,T?nh Thái Bình,Công nhân,Công nghi?p và s?n xu?t,3450000,,1
Nam,1995,,Công nhân,Công nghi?p và s?n xu?t,3827000,,#N/A
Nam,1988,T?nh Tây Ninh,Công nhân,Công nghi?p và s?n xu?t,4014000,,1
N?,1995,T?nh Ti?n Giang,Công nhân,Công nghi?p và s?n xu?t,4900000,,3
Nam,1999,T?nh Vinh Phúc,Công nhân,Công nghi?p và s?n xu?t,3969000,,1
Nam,1994,T?nh L?ng Son,Công nhân,Công nghi?p và s?n xu?t,5010194,,1
Nam,2001,T?nh Gia Lai,Công nhân,Công nghi?p và s?n xu?t,5198000,,3
Nam,1985,,Công nhân,Công nghi?p và s?n xu?t,4300000,,#N/A
Nam,2000,T?nh Ði?n Biên,Công nhân,Công nghi?p và s?n xu?t,4582000,,1
N?,1989,,Công nhân,Công nghi?p và s?n xu?t,5200000,,#N/A
Nam,2000,T?nh An Giang,Công Nhân,Công nghi?p và s?n xu?t,3920000,,3
N?,1990,T?nh Bình Duong,Công nhân,Công nghi?p và s?n xu?t,5608765,Ðã k?t hôn,3
Nam,1991,T?nh Ð?ng Nai,Công Nhân,Công nghi?p và s?n xu?t,4800000,,3
Nam,1998,T?nh Thanh Hóa,Công nhân,Công nghi?p và s?n xu?t,4730000,,2
Nam,1989,,Công nhân,Công nghi?p và s?n xu?t,2916000,,#N/A
Nam,1998,Thành ph? Hà N?i,Công nhân,Công nghi?p và s?n xu?t,5322000,,1
Nam,1989,T?nh Tây Ninh,Công nhân,Công nghi?p và s?n xu?t,4804230,,1
Nam,2003,T?nh Yên Bái,Công nhân,Công nghi?p và s?n xu?t,4645300,,1
Nam,1999,T?nh L?ng Son,Công nhân,Công nghi?p và s?n xu?t,4200000,,1
Nam,1989,,Công nhân,Công nghi?p và s?n xu?t,2711800,,#N/A
Nam,2000,T?nh Tây Ninh,Công nhân,Công nghi?p và s?n xu?t,4860000,,1
Nam,1996,T?nh Vinh Phúc,Công nhân,Công nghi?p và s?n xu?t,4770000,,1
Nam,2001,T?nh L?ng Son,Công Nhân,Công nghi?p và s?n xu?t,4300000,,1
Nam,1998,T?nh Lào Cai,Công nhân,Công nghi?p và s?n xu?t,3900000,,1
Nam,1992,,Công nhân,Công nghi?p và s?n xu?t,4730000,,#N/A
N?,1998,T?nh Tây Ninh,Công nhân,Công nghi?p và s?n xu?t,4666986,,1
Nam,1995,T?nh Bình Phu?c,CÔNG NHÂN,Công nghi?p và s?n xu?t,5724000,,3
Nam,1994,,Công nhân,Công nghi?p và s?n xu?t,3522000,,#N/A
Nam,1995,T?nh An Giang,Công nhân,Công nghi?p và s?n xu?t,4730000,,3
Nam,1998,T?nh L?ng Son,Công nhân,Công nghi?p và s?n xu?t,4900000,,1
Nam,2001,T?nh Bình Phu?c,Công nhân,Công nghi?p và s?n xu?t,5776000,Ðã k?t hôn,3
Nam,1996,T?nh An Giang,CÔNG NHÂN,Công nghi?p và s?n xu?t,4600000,,3
N?,1990,,Công nhân,Công nghi?p và s?n xu?t,3100000,,#N/A
Nam,1998,T?nh B?c Giang,Công nhân,Công nghi?p và s?n xu?t,5150000,,1
Nam,1999,T?nh L?ng Son,Công nhân,Công nghi?p và s?n xu?t,4630000,,1
Nam,1993,T?nh Trà Vinh,Công nhân,Công nghi?p và s?n xu?t,5370400,,3
Nam,1998,T?nh B?c Giang,Công nhân,Công nghi?p và s?n xu?t,5300000,,1
N?,1997,T?nh Qu?ng Ninh,Công nhân,Công nghi?p và s?n xu?t,4930000,Ðã k?t hôn,1
N?,1998,T?nh Gia Lai,Công nhân,Công nghi?p và s?n xu?t,7067410,,3
Nam,2000,T?nh Bình Phu?c,Công nhân,Công nghi?p và s?n xu?t,4593361,,3
Nam,1999,T?nh Hà Nam,Công nhân,Công nghi?p và s?n xu?t,4573000,,1
Nam,1995,T?nh Tuyên Quang,Công nhân,Công nghi?p và s?n xu?t,4100000,,1
Nam,1999,T?nh Tuyên Quang,Công nhân,Công nghi?p và s?n xu?t,4900000,,1
N?,1989,T?nh Thái Nguyên,Công nhân,Công nghi?p và s?n xu?t,4870000,Ðã k?t hôn,1
N?,1992,T?nh Trà Vinh,Công nhân,Công nghi?p và s?n xu?t,4730000,,3
Nam,1996,T?nh Phú Yên,Công Nhân,Công nghi?p và s?n xu?t,4259000,,2
N?,1999,T?nh Tây Ninh,Công nhân,Công nghi?p và s?n xu?t,5100000,,1
Nam,1996,T?nh Ð?ng Tháp,Công nhân,Công nghi?p và s?n xu?t,6349000,,3
Nam,1993,T?nh Ð?k L?k,Công nhân,Công nghi?p và s?n xu?t,5270000,,3
Nam,1993,,Công nhân,Công nghi?p và s?n xu?t,6371000,,#N/A
Nam,1986,Thành ph? H?i Phòng,Công nhân,Công nghi?p và s?n xu?t,4729400,,1
Nam,1986,T?nh Sóc Trang,Công nhân,Công nghi?p và s?n xu?t,3854000,,3
Nam,1998,T?nh Thái Nguyên,Công nhân,Công nghi?p và s?n xu?t,5170000,,1
Nam,1996,,Công Nhân,Công nghi?p và s?n xu?t,3089625,,#N/A
Nam,1996,T?nh B?c Giang,Công nhân,Công nghi?p và s?n xu?t,4000000,,1
Nam,1989,T?nh B?c Ninh,Công nhân,Công nghi?p và s?n xu?t,4500000,,1
Nam,2000,T?nh B?c Giang,Công nhân,Công nghi?p và s?n xu?t,4002000,,1
Nam,1997,Thành ph? Hà N?i,Công nhân,Công nghi?p và s?n xu?t,4779000,,1
Nam,1990,,Công nhân,Công nghi?p và s?n xu?t,3745000,,#N/A
Nam,1996,T?nh B?c Giang,Công Nhân,Công nghi?p và s?n xu?t,4000000,,1
Nam,2001,T?nh Tuyên Quang,Công nhân,Công nghi?p và s?n xu?t,4500000,,1
Nam,1996,T?nh Trà Vinh,Công nhân,Công nghi?p và s?n xu?t,4900000,,3
Nam,1999,T?nh Ti?n Giang,Công nhân,Công nghi?p và s?n xu?t,5440870,,3
N?,1990,T?nh Kiên Giang,Công nhân,Công nghi?p và s?n xu?t,5200000,,3
Nam,1992,T?nh H?i Duong,Công nhân,Công nghi?p và s?n xu?t,4730000,,1
Nam,1989,Thành ph? H? Chí Minh,Công nhân,Công nghi?p và s?n xu?t,5728649,,3
Nam,2001,T?nh Thái Nguyên,Công nhân,Công nghi?p và s?n xu?t,4600000,,1
Nam,1991,T?nh B?c Giang,Công nhân,Công nghi?p và s?n xu?t,4900000,,1
Nam,2000,T?nh Tây Ninh,Công nhân,Công nghi?p và s?n xu?t,4625000,,1
N?,1999,T?nh Thái Nguyên,Công nhân,Công nghi?p và s?n xu?t,4970000,,1
Nam,1999,T?nh Bình Phu?c,Công nhân,Công nghi?p và s?n xu?t,4604000,,3
N?,2001,Thành ph? Hà N?i,Công nhân,Công nghi?p và s?n xu?t,4480000,,1
Nam,1995,Thành ph? H? Chí Minh,Công nhân,Công nghi?p và s?n xu?t,4730000,,3
N?,2001,T?nh B?c Giang,Công nhân,Công nghi?p và s?n xu?t,4000000,,1
Nam,1989,,Công nhân,Công nghi?p và s?n xu?t,4965870,,#N/A
Nam,1995,,Công Nhân,Công nghi?p và s?n xu?t,4377450,,#N/A
Nam,2000,T?nh L?ng Son,Công Nhân,Công nghi?p và s?n xu?t,4000000,,1
N?,2000,T?nh Ti?n Giang,Công Nhân,Công nghi?p và s?n xu?t,5426000,,3
Nam,1999,T?nh H?i Duong,Công nhân,Công nghi?p và s?n xu?t,4200000,,1
Nam,1990,T?nh Ð?ng Nai,Công nhân,Công nghi?p và s?n xu?t,5000000,,3
Nam,1999,T?nh B?c Giang,Công nhân,Công nghi?p và s?n xu?t,4850000,,1
Nam,2001,Thành ph? H?i Phòng,CÔNG NHÂN,Công nghi?p và s?n xu?t,5100000,,1
Nam,1999,T?nh Bình Phu?c,Công nhân,Công nghi?p và s?n xu?t,3778000,,3
N?,1992,T?nh Qu?ng Ninh,Công nhân,Công nghi?p và s?n xu?t,3300000,,1
N?,2001,T?nh Ti?n Giang,Công nhân,Công nghi?p và s?n xu?t,5317000,,3
Nam,1995,T?nh B?c Giang,Công nhân,Công nghi?p và s?n xu?t,4500000,,1
N?,1998,T?nh B?c Giang,Công nhân,Công nghi?p và s?n xu?t,3680000,,1
Nam,2000,T?nh Sóc Trang,CÔNG NHÂN,Công nghi?p và s?n xu?t,4800000,,3
Nam,1996,T?nh Tây Ninh,Công nhân,Công nghi?p và s?n xu?t,3825000,,1
Nam,1983,T?nh Khánh Hòa,CÔNG NHÂN,Công nghi?p và s?n xu?t,3670100,,2
Nam,1997,T?nh Thanh Hóa,Công nhân,Công nghi?p và s?n xu?t,4000000,,2
N?,2000,T?nh Nam Ð?nh,Công nhân,Công nghi?p và s?n xu?t,3670100,,1
Nam,1996,T?nh B?c Giang,Công nhân,Công nghi?p và s?n xu?t,3990000,,1
Nam,1990,T?nh Bình Phu?c,Công nhân,Công nghi?p và s?n xu?t,3430000,,3
N?,2000,T?nh B?c K?n,Công nhân,Công nghi?p và s?n xu?t,4100000,,1
Nam,1997,,Công nhân,Công nghi?p và s?n xu?t,2761000,,#N/A
Nam,1999,T?nh B?c Giang,Công nhân,Công nghi?p và s?n xu?t,4300000,,1
Nam,1998,T?nh Thanh Hóa,Công nhân,Công nghi?p và s?n xu?t,5700000,,2
Nam,1993,T?nh An Giang,Công Nhân,Công nghi?p và s?n xu?t,4298000,,3
Nam,1995,Thành ph? H? Chí Minh,Công nhân,Công nghi?p và s?n xu?t,4800000,,3
Nam,2000,T?nh Thanh Hóa,Công nhân,Công nghi?p và s?n xu?t,5090000,,2
Nam,1997,T?nh B?c Giang,Công nhân,Công nghi?p và s?n xu?t,4100000,,1
Nam,1992,T?nh B?c Ninh,Công nhân,Công nghi?p và s?n xu?t,4850000,,1
Nam,1999,Thành ph? Hà N?i,Công nhân,Công nghi?p và s?n xu?t,5025000,,1
Nam,1998,Thành ph? H? Chí Minh,Công nhân,Công nghi?p và s?n xu?t,4970000,,3
Nam,1990,Thành ph? H? Chí Minh,Công Nhân,Công nghi?p và s?n xu?t,4030000,,3
Nam,1995,T?nh Thanh Hóa,Công nhân,Công nghi?p và s?n xu?t,3671000,,2
Nam,2002,T?nh L?ng Son,Công nhân,Công nghi?p và s?n xu?t,4070000,,1
N?,1987,T?nh Ninh Bình,Công nhân,Công nghi?p và s?n xu?t,4740000,,1
Nam,2002,T?nh Phú Yên,Công nhân,Công nghi?p và s?n xu?t,4965870,,2
Nam,1992,,Công nhân,Công nghi?p và s?n xu?t,3320000,,#N/A
Nam,1993,,Công nhân,Công nghi?p và s?n xu?t,4729400,,#N/A
Nam,2001,T?nh B?c Giang,Công nhân,Công nghi?p và s?n xu?t,4200000,,1
N?,2001,T?nh Ngh? An,CÔNG NHÂN,Công nghi?p và s?n xu?t,4200000,,2
Nam,1998,T?nh B?c Giang,Công nhân,Công nghi?p và s?n xu?t,4050000,,1
Nam,1997,T?nh B?c Giang,Công nhân,Công nghi?p và s?n xu?t,4400000,,1
Nam,1998,T?nh B?c Giang,Công nhân,Công nghi?p và s?n xu?t,4900000,,1
Nam,1985,Thành ph? H? Chí Minh,Công nhân,Công nghi?p và s?n xu?t,5000000,,3
